Id,Time[ns],Parallel: Items
2242,9764550.00000000000000000000,86
2243,9767690.00000000000000000000,F4
2244,9770850.00000000000000000000,7C
2245,9770860.00000000000000000000,58
2246,9774000.00000000000000000000,5F
2247,9774010.00000000000000000000,47
2248,9777160.00000000000000000000,D7
2249,9777170.00000000000000000000,D2
2250,9777180.00000000000000000000,92
2251,9780310.00000000000000000000,D2
2252,9780320.00000000000000000000,58
2253,9783470.00000000000000000000,6F
2254,9783480.00000000000000000000,7F
2255,9783490.00000000000000000000,6F
2256,9786630.00000000000000000000,6D
2257,9786640.00000000000000000000,65
2258,9789780.00000000000000000000,75
2259,9789790.00000000000000000000,76
2260,9789800.00000000000000000000,52
2261,9792940.00000000000000000000,7F
2262,9796110.00000000000000000000,03
2263,9799250.00000000000000000000,43
2264,9799260.00000000000000000000,4C
2265,9802410.00000000000000000000,4E
2266,9802420.00000000000000000000,0E
2267,9805570.00000000000000000000,AE
2268,9808720.00000000000000000000,AF
2269,9808730.00000000000000000000,2D
2270,9808740.00000000000000000000,29
2271,9811880.00000000000000000000,77
2272,9811890.00000000000000000000,57
2273,9815030.00000000000000000000,5F
2274,9815040.00000000000000000000,5E
2275,9815050.00000000000000000000,4A
2276,9818190.00000000000000000000,FF
2277,9821350.00000000000000000000,7D
2278,9824510.00000000000000000000,35
2279,9827660.00000000000000000000,77
2280,9827670.00000000000000000000,43
2281,9830820.00000000000000000000,FA
2282,9833970.00000000000000000000,FE
2283,9833980.00000000000000000000,9C
2284,9837130.00000000000000000000,D7
2285,9840280.00000000000000000000,F7
2286,9840290.00000000000000000000,7D
2287,9843440.00000000000000000000,7F
2288,9843450.00000000000000000000,1E
2289,9846600.00000000000000000000,EC
2290,9846610.00000000000000000000,E0
2291,9849750.00000000000000000000,FA
2292,9849760.00000000000000000000,7B
2293,9849770.00000000000000000000,5B
2294,9852910.00000000000000000000,5F
2295,9852920.00000000000000000000,47
2296,9856070.00000000000000000000,F6
2297,9856080.00000000000000000000,F2
2298,9859220.00000000000000000000,FB
2299,9859230.00000000000000000000,8B
2300,9862380.00000000000000000000,5F
2301,9865540.00000000000000000000,5C
2302,9865550.00000000000000000000,50
2303,9868690.00000000000000000000,72
2304,9868700.00000000000000000000,22
2305,9871850.00000000000000000000,F7
2306,9875010.00000000000000000000,32
2307,9875020.00000000000000000000,12
2308,9878160.00000000000000000000,85
2309,9881310.00000000000000000000,C5
2310,9881320.00000000000000000000,FD
2311,9881330.00000000000000000000,F9
2312,9884470.00000000000000000000,FD
2313,9884480.00000000000000000000,81
2314,9887630.00000000000000000000,2D
2315,9890790.00000000000000000000,AD
2316,9890800.00000000000000000000,A5
2317,9893940.00000000000000000000,75
2318,9893950.00000000000000000000,70
2319,9897100.00000000000000000000,F5
2320,9897110.00000000000000000000,C5
2321,9900250.00000000000000000000,C7
2322,9900260.00000000000000000000,47
2323,9903410.00000000000000000000,F7
2324,9903420.00000000000000000000,B7
2325,9906570.00000000000000000000,34
2326,9906580.00000000000000000000,04
2327,9909720.00000000000000000000,B6
2328,9909740.00000000000000000000,B2
2329,9912880.00000000000000000000,F5
2330,9912890.00000000000000000000,D5
2331,9916030.00000000000000000000,F5
2332,9916040.00000000000000000000,F6
2333,9916050.00000000000000000000,B2
2334,9919190.00000000000000000000,8E
2335,9922350.00000000000000000000,3D
2336,9922360.00000000000000000000,39
2337,9925500.00000000000000000000,3B
2338,9925510.00000000000000000000,33
2339,9928660.00000000000000000000,B6
2340,9928670.00000000000000000000,96
2341,9931810.00000000000000000000,D6
2342,9931820.00000000000000000000,EF
2343,9934980.00000000000000000000,A0
2344,9938130.00000000000000000000,72
2345,9938140.00000000000000000000,52
2346,9941290.00000000000000000000,D1
2347,9944440.00000000000000000000,59
2348,9944450.00000000000000000000,48
2349,9947600.00000000000000000000,4B
2350,9950750.00000000000000000000,AF
2351,9953910.00000000000000000000,2C
2352,9957060.00000000000000000000,6C
2353,9957070.00000000000000000000,CF
2354,9957080.00000000000000000000,CB
2355,9960220.00000000000000000000,DF
2356,9960230.00000000000000000000,1C
2357,9963380.00000000000000000000,1F
2358,9963390.00000000000000000000,03
2359,9966530.00000000000000000000,53
2360,9966540.00000000000000000000,7D
2361,9969690.00000000000000000000,7F
2362,9969700.00000000000000000000,46
2363,9972850.00000000000000000000,47
2364,9972860.00000000000000000000,03
2365,9976000.00000000000000000000,D7
2366,9976010.00000000000000000000,D4
2367,9979160.00000000000000000000,DD
2368,9979170.00000000000000000000,CD
2369,9982310.00000000000000000000,DD
2370,9982320.00000000000000000000,DC
2371,9982330.00000000000000000000,98
2372,9985470.00000000000000000000,56
2373,9988630.00000000000000000000,74
2374,9988640.00000000000000000000,20
2375,9991780.00000000000000000000,70
2376,9991790.00000000000000000000,FA
2377,9994940.00000000000000000000,F9
2378,9994950.00000000000000000000,C1
2379,9998100.00000000000000000000,F2
2380,10001250.00000000000000000000,F6
2381,10001260.00000000000000000000,96
2382,10004410.00000000000000000000,FE
2383,10004430.00000000000000000000,EE
2384,10007570.00000000000000000000,6E
2385,10007580.00000000000000000000,66
2386,10010720.00000000000000000000,9E
2387,10013880.00000000000000000000,1F
2388,10013890.00000000000000000000,17
2389,10017030.00000000000000000000,3F
2390,10017040.00000000000000000000,3D
2391,10017050.00000000000000000000,29
2392,10020190.00000000000000000000,6B
2393,10023350.00000000000000000000,7A
2394,10023360.00000000000000000000,52
2395,10026500.00000000000000000000,BE
2396,10026510.00000000000000000000,FD
2397,10026520.00000000000000000000,BD
2398,10029670.00000000000000000000,81
2399,10032810.00000000000000000000,C1
2400,10032820.00000000000000000000,F3
2401,10035970.00000000000000000000,D7
2402,10035980.00000000000000000000,D5
2403,10039130.00000000000000000000,F4
2404,10042290.00000000000000000000,55
2405,10045440.00000000000000000000,D7
2406,10045450.00000000000000000000,96
2407,10048600.00000000000000000000,9C
2408,10048610.00000000000000000000,98
2409,10051760.00000000000000000000,18
2410,10051770.00000000000000000000,10
2411,10054910.00000000000000000000,36
2412,10054920.00000000000000000000,26
2413,10058060.00000000000000000000,76
2414,10058070.00000000000000000000,F7
2415,10061220.00000000000000000000,FF
2416,10061230.00000000000000000000,00
2417,10064380.00000000000000000000,4A
2418,10067530.00000000000000000000,9E
2419,10067540.00000000000000000000,9D
2420,10067550.00000000000000000000,95
2421,10070690.00000000000000000000,FD
2422,10073860.00000000000000000000,C1
2423,10077000.00000000000000000000,C5
2424,10080160.00000000000000000000,7F
2425,10083320.00000000000000000000,3C
2426,10083330.00000000000000000000,00
2427,10086470.00000000000000000000,42
2428,10089630.00000000000000000000,FA
2429,10089640.00000000000000000000,BA
2430,10092790.00000000000000000000,38
2431,10095940.00000000000000000000,DD
2432,10099100.00000000000000000000,7D
2433,10099110.00000000000000000000,35
2434,10102250.00000000000000000000,B5
2435,10105410.00000000000000000000,7F
2436,10105420.00000000000000000000,6F
2437,10108560.00000000000000000000,7F
2438,10108570.00000000000000000000,7E
2439,10108580.00000000000000000000,1A
2440,10111720.00000000000000000000,DA
2441,10114880.00000000000000000000,D8
2442,10114890.00000000000000000000,D0
2443,10118030.00000000000000000000,E8
2444,10121190.00000000000000000000,FB
2445,10121200.00000000000000000000,B3
2446,10124350.00000000000000000000,B9
2447,10124360.00000000000000000000,99
2448,10127500.00000000000000000000,EF
2449,10127510.00000000000000000000,FF
2450,10127520.00000000000000000000,EF
2451,10130660.00000000000000000000,ED
2452,10130670.00000000000000000000,81
2453,10133810.00000000000000000000,91
2454,10133820.00000000000000000000,3F
2455,10136970.00000000000000000000,DF
2456,10136980.00000000000000000000,DB
2457,10140130.00000000000000000000,F9
2458,10140140.00000000000000000000,E1
2459,10143280.00000000000000000000,E9
2460,10143290.00000000000000000000,29
2461,10146440.00000000000000000000,FC
2462,10149600.00000000000000000000,7D
2463,10152760.00000000000000000000,40
2464,10155910.00000000000000000000,42
2465,10159060.00000000000000000000,62
2466,10159070.00000000000000000000,63
2467,10162220.00000000000000000000,BB
2468,10165380.00000000000000000000,3C
2469,10165390.00000000000000000000,04
2470,10168530.00000000000000000000,76
2471,10168540.00000000000000000000,F6
2472,10168550.00000000000000000000,F2
2473,10171690.00000000000000000000,77
2474,10171700.00000000000000000000,37
2475,10174840.00000000000000000000,77
2476,10174850.00000000000000000000,F7
2477,10174860.00000000000000000000,D3
2478,10178000.00000000000000000000,F7
2479,10178010.00000000000000000000,75
2480,10181160.00000000000000000000,FC
2481,10181170.00000000000000000000,C8
2482,10184310.00000000000000000000,F8
2483,10184320.00000000000000000000,FE
2484,10187470.00000000000000000000,FF
2485,10187480.00000000000000000000,4D
2486,10190630.00000000000000000000,7E
2487,10190640.00000000000000000000,76
2488,10190650.00000000000000000000,72
2489,10193790.00000000000000000000,30
2490,10196940.00000000000000000000,38
2491,10196950.00000000000000000000,18
2492,10200100.00000000000000000000,9A
2493,10200110.00000000000000000000,92
2494,10203250.00000000000000000000,FB
2495,10203260.00000000000000000000,7B
2496,10206410.00000000000000000000,78
2497,10206420.00000000000000000000,40
2498,10209560.00000000000000000000,44
2499,10209570.00000000000000000000,84
2500,10212720.00000000000000000000,EB
2501,10212730.00000000000000000000,EF
2502,10212740.00000000000000000000,EB
2503,10215880.00000000000000000000,69
2504,10215890.00000000000000000000,29
2505,10219030.00000000000000000000,7D
2506,10219050.00000000000000000000,75
2507,10222190.00000000000000000000,FD
2508,10222200.00000000000000000000,A8
2509,10225340.00000000000000000000,B8
2510,10225350.00000000000000000000,BA
2511,10228500.00000000000000000000,FA
2512,10228510.00000000000000000000,70
2513,10231660.00000000000000000000,73
2514,10231670.00000000000000000000,43
2515,10234810.00000000000000000000,73
2516,10234820.00000000000000000000,FA
2517,10237970.00000000000000000000,FF
2518,10237980.00000000000000000000,87
2519,10241130.00000000000000000000,97
2520,10244280.00000000000000000000,D7
2521,10244290.00000000000000000000,D4
2522,10244300.00000000000000000000,D0
2523,10247440.00000000000000000000,5E
2524,10247450.00000000000000000000,0E
2525,10250590.00000000000000000000,2E
2526,10253750.00000000000000000000,7E
2527,10253770.00000000000000000000,7A
2528,10253780.00000000000000000000,72
2529,10256910.00000000000000000000,7D
2530,10256920.00000000000000000000,2D
2531,10260060.00000000000000000000,3D
2532,10260070.00000000000000000000,BF
2533,10260090.00000000000000000000,B7
2534,10263220.00000000000000000000,B5
2535,10263230.00000000000000000000,B0
2536,10263240.00000000000000000000,90
2537,10266380.00000000000000000000,D8
2538,10266390.00000000000000000000,C8
2539,10269530.00000000000000000000,FE
2540,10269540.00000000000000000000,7E
2541,10272690.00000000000000000000,FC
2542,10272700.00000000000000000000,D8
2543,10275850.00000000000000000000,9D
2544,10279000.00000000000000000000,9F
2545,10279010.00000000000000000000,16
2546,10282160.00000000000000000000,F7
2547,10285310.00000000000000000000,FF
2548,10285320.00000000000000000000,5E
2549,10285330.00000000000000000000,4E
2550,10288470.00000000000000000000,7E
2551,10291630.00000000000000000000,7C
2552,10291640.00000000000000000000,1C
2553,10294780.00000000000000000000,BC
2554,10294790.00000000000000000000,BD
2555,10294800.00000000000000000000,B1
2556,10297940.00000000000000000000,B4
2557,10297950.00000000000000000000,A4
2558,10301100.00000000000000000000,85
2559,10304250.00000000000000000000,E5
2560,10304260.00000000000000000000,61
2561,10307410.00000000000000000000,E4
2562,10310560.00000000000000000000,EE
2563,10310570.00000000000000000000,0E
2564,10313720.00000000000000000000,96
2565,10316880.00000000000000000000,7C
2566,10316890.00000000000000000000,78
2567,10320030.00000000000000000000,7E
2568,10320040.00000000000000000000,4E
2569,10323190.00000000000000000000,5E
2570,10323200.00000000000000000000,12
2571,10326340.00000000000000000000,52
2572,10326350.00000000000000000000,72
2573,10329500.00000000000000000000,D6
2574,10329510.00000000000000000000,96
2575,10332660.00000000000000000000,DF
2576,10332670.00000000000000000000,CB
2577,10335810.00000000000000000000,FB
2578,10335820.00000000000000000000,F8
2579,10338970.00000000000000000000,7F
2580,10338980.00000000000000000000,3F
2581,10338990.00000000000000000000,2F
2582,10342130.00000000000000000000,7E
2583,10342140.00000000000000000000,52
2584,10345280.00000000000000000000,BE
2585,10345290.00000000000000000000,FF
2586,10345300.00000000000000000000,BF
2587,10348440.00000000000000000000,7F
2588,10348450.00000000000000000000,6E
2589,10351600.00000000000000000000,4F
2590,10351610.00000000000000000000,07
2591,10357910.00000000000000000000,AF
2592,10361060.00000000000000000000,FF
2593,10361080.00000000000000000000,FB
2594,10364230.00000000000000000000,F3
2595,10367380.00000000000000000000,F6
2596,10367390.00000000000000000000,B6
2597,10370540.00000000000000000000,B2
2598,10373690.00000000000000000000,7F
2599,10376850.00000000000000000000,5E
2600,10376860.00000000000000000000,16
2601,10380000.00000000000000000000,FF
2602,10380010.00000000000000000000,FD
2603,10383170.00000000000000000000,F5
2604,10386310.00000000000000000000,F7
2605,10386320.00000000000000000000,76
2606,10386330.00000000000000000000,26
2607,10389470.00000000000000000000,61
2608,10392630.00000000000000000000,69
2609,10395780.00000000000000000000,B9
2610,10395790.00000000000000000000,B1
2611,10398940.00000000000000000000,B0
2612,10398950.00000000000000000000,80
2613,10402090.00000000000000000000,90
2614,10402100.00000000000000000000,1F
2615,10405250.00000000000000000000,FF
2616,10405260.00000000000000000000,FC
2617,10405270.00000000000000000000,F0
2618,10408410.00000000000000000000,74
2619,10408420.00000000000000000000,34
2620,10411570.00000000000000000000,04
2621,10411580.00000000000000000000,00
2622,10414720.00000000000000000000,84
2623,10417880.00000000000000000000,04
2624,10417890.00000000000000000000,00
2625,10421030.00000000000000000000,D6
2626,10421040.00000000000000000000,D7
2627,10424190.00000000000000000000,D4
2628,10424200.00000000000000000000,C0
2629,10427340.00000000000000000000,D0
2630,10427350.00000000000000000000,5F
2631,10427360.00000000000000000000,1F
2632,10430500.00000000000000000000,9F
2633,10430510.00000000000000000000,9C
2634,10433660.00000000000000000000,3F
2635,10433670.00000000000000000000,37
2636,10436810.00000000000000000000,B7
2637,10436820.00000000000000000000,B6
2638,10436830.00000000000000000000,B2
2639,10439970.00000000000000000000,FB
2640,10443130.00000000000000000000,FC
2641,10443140.00000000000000000000,EC
2642,10446280.00000000000000000000,FC
2643,10446290.00000000000000000000,3C
2644,10446300.00000000000000000000,38
2645,10449440.00000000000000000000,9F
2646,10452590.00000000000000000000,DF
2647,10452600.00000000000000000000,FF
2648,10452610.00000000000000000000,E7
2649,10455760.00000000000000000000,C7
2650,10458910.00000000000000000000,54
2651,10462060.00000000000000000000,74
2652,10462070.00000000000000000000,25
2653,10465220.00000000000000000000,27
2654,10465230.00000000000000000000,23
2655,10468380.00000000000000000000,BE
2656,10471540.00000000000000000000,AE
2657,10474690.00000000000000000000,6C
2658,10474700.00000000000000000000,48
2659,10477840.00000000000000000000,58
2660,10477850.00000000000000000000,7F
2661,10481000.00000000000000000000,FF
